code,pnns_groups_1,pnns_groups_2,countries_en,countriesgroups
5.02E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.02E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.02E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.02E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.43E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.02E+12,Fat and sauces,Fats,Portugal,SouthEU
5.02E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.02E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.02E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
50201051,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
50201464,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.02E+12,Cereals and potatoes,Bread,France,FrBeNeLux
5.02E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.02E+12,Salty snacks,Appetizers,United Kingdom,UKIRSC
5.02E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.02E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.02E+12,Fat and sauces,Dressings and sauces,Switzerland,Germans
5.02E+12,Beverages,Non-sugared beverages,Switzerland,Germans
5.02E+12,Beverages,Non-sugared beverages,Switzerland,Germans
5.43E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.43E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.43E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
50214211,Sugary snacks,Sweets,United Kingdom,UKIRSC
50214228,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.02E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.02E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.02E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.02E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.02E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.02E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,Netherlands,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.02E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.02E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.02E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.02E+12,Beverages,Fruit juices,United States,CaUS
5.02E+12,Beverages,Fruit juices,United States,CaUS
5.02E+12,Beverages,Fruit juices,France,FrBeNeLux
5.02E+12,Beverages,Fruit juices,United Kingdom,UKIRSC
5.02E+12,Beverages,Fruit juices,United Kingdom,UKIRSC
50224173,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.02E+12,Cereals and potatoes,Bread,France,FrBeNeLux
5.43E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.43E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.02E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.02E+12,Beverages,Fruit juices,United Kingdom,UKIRSC
5.02E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.02E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
5.02E+12,Composite foods,Pizza pies and quiche,United Kingdom,UKIRSC
5.43E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
50251094,Sugary snacks,Chocolate products,Denmark,NorthEU
50251100,Sugary snacks,Sweets,France,FrBeNeLux
5.03E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.03E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.03E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.03E+12,Fat and sauces,Dressings and sauces,Switzerland,Germans
5.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.43E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.03E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.45E+12,Alcoholic beverages,Alcoholic beverages,Luxembourg,FrBeNeLux
5.47E+12,Alcoholic beverages,Alcoholic beverages,Belgium,FrBeNeLux
5.03E+12,Beverages,Sweetened beverages,United Kingdom,UKIRSC
5.03E+12,Beverages,Sweetened beverages,France,FrBeNeLux
5.03E+12,Composite foods,Sandwich,United Kingdom,UKIRSC
5.60E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.03E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
50300747,Fat and sauces,Dressings and sauces,France,FrBeNeLux
50300839,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
50300853,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.03E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.03E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.03E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.03E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
50312597,Sugary snacks,Chocolate products,France,FrBeNeLux
5.03E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.03E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.03E+12,Fish Meat Eggs,Eggs,United Kingdom,UKIRSC
5.03E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.60E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.03E+12,Cereals and potatoes,Breakfast cereals,United Kingdom,UKIRSC
5.60E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.03E+12,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
5.03E+12,Fish Meat Eggs,Processed meat,Denmark,NorthEU
5.03E+12,Fat and sauces,Dressings and sauces,Denmark,NorthEU
5.03E+12,Composite foods,One-dish meals,Denmark,NorthEU
5.03E+12,Beverages,Fruit juices,Portugal,SouthEU
5.03E+12,Fish Meat Eggs,Eggs,United Kingdom,UKIRSC
5.04E+12,Beverages,Sweetened beverages,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Sweetened beverages,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.04E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.04E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.04E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.04E+12,Salty snacks,Appetizers,France,FrBeNeLux
50354061,Sugary snacks,Sweets,United Kingdom,UKIRSC
50354238,Sugary snacks,Sweets,United Kingdom,UKIRSC
50354252,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.04E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.04E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.04E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.04E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.61E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
56093254,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.70E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.71E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.90E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.90E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.04E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.04E+12,Beverages,Fruit juices,United Kingdom,UKIRSC
5.04E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,Switzerland,Germans
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
5.04E+12,Beverages,Fruit juices,France,FrBeNeLux
5.90E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.90E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.94E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
6.00E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
50457137,Fat and sauces,Dressings and sauces,France,FrBeNeLux
50457236,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
50457243,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
50457250,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
50457366,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
6.00E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,Belgium,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,Switzerland,Germans
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,Belgium,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,Switzerland,Germans
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Cereals,Switzerland,Germans
5.05E+12,Cereals and potatoes,Breakfast cereals,Belgium,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Salty snacks,Appetizers,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Fruits and vegetables,Fruits,Spain,SouthEU
5.05E+12,Fat and sauces,Dressings and sauces,Australia,AuNZ
5.05E+12,Fat and sauces,Dressings and sauces,Australia,AuNZ
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Beverages,Fruit juices,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
6.00E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Fish and seafood,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Fish and seafood,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Fats,United States,CaUS
5.05E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
6.09E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.05E+12,Milk and dairy products,Milk and yogurt,Hungary,EastEU
5.05E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
6.11E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Fats,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,Germany,Germans
5.05E+12,Fish Meat Eggs,Meat,France,FrBeNeLux
5.05E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Cereals and potatoes,Bread,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
6.90E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
6.90E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Composite foods,One-dish meals,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Beverages,Fruit juices,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Processed meat,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Processed meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Processed meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Processed meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Cheese,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Chocolate products,United Kingdom,UKIRSC
5.05E+12,Sugary snacks,Sweets,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.05E+12,Milk and dairy products,Milk and yogurt,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
5.05E+12,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
6.94E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
5.05E+12,Fish Meat Eggs,Processed meat,United Kingdom,UKIRSC
5.05E+12,Fat and sauces,Dressings and sauces,United Kingdom,UKIRSC
7.00E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
